,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Udachny,90,RU,1608171179,66,66.42,112.4,-31.0,2.24
375,Huadian,0,CN,1608171179,79,42.96,126.75,11.98,9.86
376,Shiyan,88,CN,1608171179,61,32.65,110.78,39.76,1.28
377,Pingliang,100,CN,1608171180,87,35.54,106.69,23.41,7.81
378,Auki,8,SB,1608171082,64,-8.77,160.7,87.35,8.23
379,Jamūī,0,IN,1608170947,67,24.92,86.22,62.04,6.91
380,Jämsä,75,FI,1608171180,96,61.86,25.19,32.0,11.41
381,Talnakh,75,RU,1608171180,83,69.49,88.4,-9.4,11.18
382,Torbat-e Jām,100,IR,1608171180,73,35.24,60.62,36.25,2.89
383,Zhuhai,40,CN,1608171181,71,22.28,113.57,53.6,18.34
384,Clyde River,1,CA,1608171181,83,70.47,-68.59,-7.6,2.24
385,Katsuura,0,JP,1608171103,21,35.13,140.3,48.99,3.0
386,Mūdbidri,1,IN,1608171182,83,13.08,74.98,75.2,4.7
387,Bushehr,20,IR,1608171182,55,28.97,50.84,66.2,9.17
388,Taft,20,IR,1608171182,69,31.75,54.21,35.6,2.24
389,Kawambwa,94,ZM,1608171183,91,-9.79,29.08,62.49,2.39
390,Lahaina,40,US,1608171183,61,20.88,-156.68,82.4,16.11
391,Dongsheng,100,CN,1608171183,84,39.82,109.98,11.32,9.33
392,Avera,40,US,1608171183,95,33.19,-82.53,39.2,3.44
393,Tete,40,MZ,1608171183,88,-16.16,33.59,77.0,3.36
394,Patu,48,BR,1608171184,63,-6.11,-37.64,80.19,12.48
395,Elko,1,US,1608171184,69,41.0,-115.5,35.6,5.82
396,Pucallpa,100,PE,1608171184,95,-8.38,-74.55,74.48,0.72
397,Flinders,94,AU,1608171184,80,-34.58,150.86,79.0,14.0
398,Richards Bay,65,ZA,1608171000,85,-28.78,32.04,67.03,4.29
399,Port Hedland,0,AU,1608171184,63,-20.32,118.57,91.4,11.41
400,Hamilton,90,US,1608170980,96,39.18,-84.53,33.01,8.05
401,Sukhothai,0,TH,1608171185,88,17.25,99.67,82.0,2.24
402,Cockburn Town,40,TC,1608171033,73,21.46,-71.14,77.0,6.93
403,Ţahţā,0,EG,1608171185,71,26.77,31.5,53.6,5.82
404,Şugag,75,RO,1608171185,78,45.77,23.63,32.0,3.36
405,Petrovskoye,100,RU,1608171185,98,57.01,39.27,29.89,12.41
406,Kashgar,90,CN,1608171186,100,39.45,75.98,23.0,4.47
407,Mazamari,100,PE,1608171186,74,-11.33,-74.53,70.52,1.61
408,Yerbogachën,100,RU,1608171186,87,61.28,108.01,-8.45,10.02
409,Mujiayingzi,0,CN,1608171186,88,42.12,118.78,9.45,6.98
410,Yining,91,CN,1608171186,63,29.04,114.56,40.75,2.17
411,Abhā,0,SA,1608171186,61,18.22,42.51,51.8,2.46
412,Ucluelet,90,CA,1608171186,87,48.93,-125.55,46.99,12.75
413,Pangnirtung,98,CA,1608171186,83,66.15,-65.71,-7.38,3.69
414,Escanaba,90,US,1608171187,74,45.75,-87.06,30.99,8.05
415,Bokoro,0,TD,1608171187,25,12.38,17.06,67.6,8.63
416,Fairbanks,75,US,1608170948,49,64.84,-147.72,-0.4,3.36
417,Téra,27,NE,1608171187,21,14.01,0.75,73.06,6.69
418,Hedaru,55,TZ,1608171187,89,-4.5,37.9,70.66,3.11
419,Kabare,36,CD,1608171187,83,-2.47,28.82,60.3,0.51
420,Sittwe,0,MM,1608171007,55,20.15,92.9,72.37,6.24
421,Woodland,75,US,1608171188,81,38.68,-121.77,52.0,4.7
422,Grand Gaube,11,MU,1608171188,86,-20.01,57.66,75.0,5.01
423,Kiryat Gat,9,IL,1608171188,100,31.61,34.76,55.99,1.01
424,Tuy Hoa,92,VN,1608170938,89,13.08,109.3,75.06,17.45
425,Aswān,98,EG,1608171188,69,24.09,32.91,55.4,7.81
426,Chiguayante,0,CL,1608171188,63,-36.92,-73.02,60.8,12.75
427,Baruun-Urt,100,MN,1608171188,87,46.68,113.28,4.14,6.35
428,São Miguel do Araguaia,98,BR,1608171189,55,-13.28,-50.16,80.71,1.81
429,Palmer,90,US,1608171048,49,42.16,-72.33,24.01,10.29
430,Port-Gentil,100,GA,1608171189,83,-0.72,8.78,79.18,14.34
431,Lyuban',92,BY,1608171189,97,52.8,28.0,32.61,4.76
432,Najrān,0,SA,1608171189,39,17.49,44.13,48.2,4.7
433,Vostok,100,RU,1608171120,88,46.49,135.88,-7.44,5.14
434,Caucaia,40,BR,1608171189,83,-3.74,-38.65,81.0,9.17
435,Nakusp,100,CA,1608171190,93,50.25,-117.8,35.6,2.24
436,Khāsh,0,IR,1608171190,59,28.22,61.22,38.59,1.16
437,Nikki,0,BJ,1608171190,23,9.94,3.21,70.66,4.7
438,Camaçari,75,BR,1608171190,78,-12.7,-38.32,80.6,5.82
439,Stephenville,1,US,1608171190,64,32.22,-98.2,39.2,3.36
440,Ocean City,90,US,1608171076,93,39.28,-74.57,48.0,26.4
441,São Félix do Xingu,94,BR,1608171191,82,-6.64,-51.99,74.41,2.13
442,Northam,0,GB,1608171191,94,51.03,-4.22,46.0,5.01
443,Shubarshi,100,KZ,1608171135,95,48.59,57.19,17.82,11.56
444,Butte,90,US,1608171191,87,39.65,-121.57,48.99,5.82
445,Umm Kaddadah,0,SD,1608171191,33,13.6,26.69,60.85,19.33
446,Sioux Lookout,90,CA,1608171109,73,50.1,-91.92,21.2,8.05
447,Tabas,61,IR,1608171191,52,33.6,56.92,41.0,2.24
448,Zhangjiakou Shi Xuanhua Qu,0,CN,1608171191,76,40.61,115.04,16.36,4.41
449,Atocha,63,BO,1608171192,65,-20.93,-66.23,50.02,14.74
450,Sibolga,98,ID,1608171192,80,1.74,98.78,79.03,1.43
451,Yenagoa,100,NG,1608171192,94,4.92,6.26,75.96,3.36
452,Walvis Bay,0,NA,1608171192,87,-22.96,14.51,62.01,3.36
453,Gorontalo,100,ID,1608170902,82,0.54,123.06,79.68,4.07
454,Ukiah,90,US,1608171192,87,39.15,-123.21,51.8,6.93
455,Boussé,0,BF,1608171192,27,12.66,-1.89,78.8,5.82
456,Eureka,100,US,1608170957,95,40.8,-124.16,55.99,5.01
457,Joshīmath,0,IN,1608171193,40,30.57,79.57,32.09,6.78
458,Date,100,JP,1608171193,92,42.47,140.87,25.16,28.39
459,Alofi,75,NU,1608171193,74,-19.06,-169.92,82.4,10.29
460,Huarmey,100,PE,1608171193,85,-10.07,-78.15,68.4,6.42
461,Eyl,0,SO,1608171193,67,7.98,49.82,72.43,12.48
462,Fukuechō,75,JP,1608170982,60,32.69,128.84,41.0,11.41
463,Turukhansk,100,RU,1608171193,90,65.82,87.98,-7.91,15.17
464,Hay River,100,CA,1608171193,68,60.82,-115.8,-18.4,5.82
465,Sakakah,0,SA,1608171194,61,29.97,40.21,48.2,5.82
466,Zhicheng,96,CN,1608171194,67,30.3,111.5,41.0,2.57
467,Mackenzie,90,CA,1608171194,96,55.3,-123.17,33.8,5.82
468,Tiksi,100,RU,1608171194,90,71.69,128.87,-13.86,2.68
469,Chumikan,100,RU,1608171194,80,54.72,135.31,-9.26,24.56
470,Vestmanna,100,FO,1608171079,87,62.16,-7.17,48.2,11.41
471,Manzhouli,0,CN,1608171194,84,49.6,117.43,2.53,21.99
472,Shizunai-furukawachō,100,JP,1608171179,87,42.33,142.37,27.36,24.45
473,Inírida,62,CO,1608171195,92,3.87,-67.92,74.84,1.86
474,Zharkent,0,KZ,1608171195,77,44.16,80.0,7.99,1.43
475,Miles City,1,US,1608171195,93,46.41,-105.84,32.0,9.17
476,Souillac,75,MU,1608171079,94,-20.52,57.52,75.2,4.7
477,Taylor,0,US,1608171195,35,32.3,-99.83,42.8,4.7
478,Turaif,75,SA,1608171195,100,31.67,38.66,50.0,8.05
479,Bengkulu,50,ID,1608171036,74,-3.8,102.27,81.27,10.51
480,Altinópolis,0,BR,1608171196,83,-21.03,-47.37,77.0,3.36
481,Ōhara,20,JP,1608171196,38,35.25,140.38,44.01,10.29
482,Mityana,23,UG,1608171196,89,0.42,32.02,61.63,1.83
483,Cacequi,0,BR,1608171196,92,-29.88,-54.83,69.3,12.03
484,Teya,100,RU,1608171196,89,60.38,92.63,-0.18,6.55
485,Antofagasta,40,CL,1608171196,82,-23.65,-70.4,64.4,12.75
486,Nyurba,100,RU,1608171078,85,63.28,118.33,-25.96,4.5
487,Shuyskoye,100,RU,1608171196,98,59.37,41.03,26.87,8.52
488,Los Llanos de Aridane,0,ES,1608171197,77,28.66,-17.92,68.0,13.87
489,Norrtälje,100,SE,1608171197,91,59.76,18.7,44.01,10.0
490,North Bend,90,US,1608171197,93,43.41,-124.22,54.0,13.87
491,Bamako,0,ML,1608171197,53,12.65,-8.0,73.4,4.7
492,Otradnoye,90,RU,1608171197,94,59.78,30.82,37.4,20.13
493,Riyadh,0,SA,1608171146,41,24.69,46.72,59.0,6.93
494,Ondjiva,54,AO,1608171198,48,-17.07,15.73,71.51,6.35
495,Oyama,20,JP,1608171198,38,36.3,139.8,45.0,9.17
496,Taree,75,AU,1608171198,74,-31.9,152.47,80.6,13.87
497,Bacolod City,36,PH,1608171198,69,10.67,122.95,84.42,13.56
498,Boende,66,CD,1608171198,83,-0.22,20.87,74.43,1.03
499,Charters Towers,100,AU,1608171130,37,-20.1,146.27,94.42,2.35
500,Zhangye,20,CN,1608171198,83,38.93,100.45,16.05,2.33
501,Kostanay,0,KZ,1608171199,72,53.17,63.58,12.2,11.18
502,Gympie,15,AU,1608170916,95,-26.19,152.66,73.99,1.99
503,Yerofey Pavlovich,100,RU,1608171199,85,53.97,121.97,-3.91,3.67
504,Razgrad,76,BG,1608171199,91,43.53,26.52,34.16,2.68
505,Gravdal,1,NO,1608171199,81,68.12,13.5,35.92,8.37
506,Aba,94,NG,1608171199,90,5.11,7.37,75.97,3.8
507,Batagay,32,RU,1608171199,78,67.63,134.63,-39.17,0.65
508,Garden City,90,US,1608171199,79,42.33,-83.33,28.4,13.87
509,Ancud,0,CL,1608171200,70,-41.87,-73.82,50.0,5.82
510,Biak,100,ID,1608171200,66,-0.91,122.88,85.03,1.36
511,Shahrud,84,IR,1608171200,81,36.42,54.98,34.88,3.87
512,Sinsheim,92,DE,1608171200,94,49.25,8.88,42.01,1.99
513,Chara,100,RU,1608171200,75,56.91,118.26,-12.48,4.41
514,Tema,0,GH,1608171200,88,5.67,-0.02,80.6,8.05
515,Bollnäs,64,SE,1608170973,95,61.35,16.39,30.72,1.03
516,Genhe,100,CN,1608171201,87,50.78,121.52,-10.55,2.86
517,Akureyri,90,IS,1608171201,90,65.68,-18.09,35.6,10.29
518,Dubbo,40,AU,1608171060,48,-32.25,148.62,87.8,9.17
519,São João da Barra,16,BR,1608171201,85,-21.64,-41.05,76.26,22.62
520,Mnogovershinnyy,59,RU,1608171202,91,53.94,139.92,-7.64,7.85
521,Beni Suef,0,EG,1608171202,92,29.07,31.1,50.88,2.42
522,Makat,100,KZ,1608171202,86,47.65,53.35,29.62,15.77
523,Daru,91,PG,1608171202,67,-9.08,143.21,86.45,6.53
524,Zhalantun,6,CN,1608171202,78,48.0,122.72,11.12,22.77
525,Abbeville,100,FR,1608171202,74,50.1,1.83,48.0,9.08
526,Lengshuijiang,100,CN,1608171203,72,27.69,111.43,37.85,1.83
527,Maragogi,9,BR,1608171133,82,-9.01,-35.22,77.34,8.1
528,Parit Raja,20,MY,1608171203,94,1.87,103.11,77.0,2.24
529,Yangi Marg`ilon,0,UZ,1608171203,79,40.43,71.72,21.2,6.93
530,Inongo,81,CD,1608171204,94,-1.95,18.27,71.49,4.34
531,North Myrtle Beach,90,US,1608171204,100,33.82,-78.68,44.6,6.93
532,Saint-Joseph,40,RE,1608171204,69,-21.37,55.62,75.2,6.93
533,Vallenar,0,CL,1608171205,68,-28.57,-70.76,62.31,0.94
534,Makkah al Mukarramah,21,SA,1608171017,59,21.43,39.83,70.16,6.44
535,Athabasca,100,CA,1608171205,84,54.72,-113.29,10.4,5.82
536,Banda Aceh,99,ID,1608170982,78,5.56,95.32,79.99,8.19
537,Abu Samrah,99,SY,1608171205,79,35.3,37.18,53.64,14.14
538,Mocuba,100,MZ,1608171205,96,-16.84,36.99,73.42,0.92
539,Omboué,100,GA,1608171206,89,-1.57,9.26,76.23,6.89
540,Sayyan,0,YE,1608171206,60,15.17,44.32,40.32,2.06
541,Inhambane,100,MZ,1608171206,80,-23.86,35.38,76.01,4.16
542,Hurghada,0,EG,1608171206,59,27.26,33.81,60.8,11.41
543,Alindao,96,CF,1608171206,35,5.03,21.21,70.7,4.25
544,Vanimo,100,PG,1608171207,84,-2.67,141.3,79.32,5.48
545,Lázaro Cárdenas,1,MX,1608171115,78,17.96,-102.2,74.44,2.26
546,Terrace,90,CA,1608171017,84,54.52,-128.6,32.0,2.24
547,Cuamba,96,MZ,1608171207,92,-14.8,36.54,69.64,2.98
548,Correntina,91,BR,1608171207,71,-13.34,-44.64,71.98,3.71
549,Berdigestyakh,100,RU,1608171207,84,62.1,126.7,-28.66,3.98
550,Araouane,24,ML,1608171207,23,18.9,-3.53,71.37,9.69
551,Almaznyy,75,RU,1608171208,86,48.04,40.05,30.2,6.71
552,Aksu,100,CN,1608171208,97,41.12,80.26,20.53,2.24
553,Rognan,0,NO,1608171208,55,67.1,15.39,35.6,20.8
554,Tsalka,90,GE,1608171208,90,41.59,44.09,33.6,3.71
555,Granja,42,BR,1608171208,80,-3.12,-40.83,77.67,4.74
556,Port-Cartier,0,CA,1608171208,65,50.03,-66.87,5.0,13.87
557,Piterka,6,RU,1608171209,94,50.68,47.45,17.08,1.99
558,Lachi,0,PK,1608171209,52,33.38,71.34,42.87,1.57
559,Melville,90,US,1608171209,86,40.79,-73.42,30.99,16.11
560,Nuuk,5,GL,1608171209,79,64.18,-51.72,23.0,11.41
561,Kharakvasla,0,IN,1608171209,65,18.43,73.77,65.57,4.05
562,El Dorado,100,US,1608171209,89,38.77,-120.52,46.0,3.89
563,Jasper,90,US,1608171209,80,37.2,-94.35,30.99,6.51
